,name,location,bubble,dollars,rating
4,"Ordered the marinara pizza, did not enjoy it.  The sauce was flavorless.  My girlfriend ordered the same and loved it.  Take from that what you will.

The service was good despite the restaurant being very busy, and they have a nice choice of draft beers.","Naples, Florida","<span class=""ui_bubble_rating bubble_30""></span>",,30
5,"We were seated almost immediately, inside, on a very hot evening.  The outside tables were all taken.  I was disappointed that there was no salad on the menu.  I always like to have a salad before/with pizza.  Anyway, we ordered our pizzas and we waited,...More","San Diego, California","<span class=""ui_bubble_rating bubble_10""></span>",,10
6,Most boring and tasteless pizza I’ve had for years. At the same time the most expensive I've ever had! Also my colleague was very disappointed by his pizza. Never again!,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10
7,"Located in the Meat Packing District, this place was an excellent find!  The food was wonderful, the staff was great!  Would highly recommend foccaccia for starters!","East Lansing, Michigan","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"This is a trendy pizza place in the meat packing district.  Wood fired pizza ovens, good makers, inside and outside eating, share tables outside,  we had buffalata w/ sun dried tomatoes - very nice, one P.O. Ella pizza - sausage was great - pizza cooked...More","Savannah, Georgia","<span class=""ui_bubble_rating bubble_30""></span>",,30
9,"Heard this was the best pizza in Copenhagen - if it is, pizza here must be average! It was very soggy and not overloaded with flavour. Pizzas here were €20+. The meatpacking area was slightly underwhelming - more of a giant car park with little...More","Sydney, Australia","<span class=""ui_bubble_rating bubble_30""></span>",,30
0,"I came upon Mother on my first day in Copenhagen. It was a warm day, I was hungry, and wasn't sure what I wanted. I found myself in the Meatpacking District and the sign outside Mother lured me in.

The service was wonderful and the...More","Portland, Oregon","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"The pizza is simply delicious.
I love the pizza quattro fromaggi with tomato sauce. 
This place serves it as a white pizza but, believe me, the consistance of the bread and the combination of different cheeses makes up for everything.  (I'm italian, I've been eating...More","Gothenburg, Sweden","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,Found the brushcheta portion a tad bit tiny - ONE piece 😂 ... the pizza was yum ... went for a quick bite after a long day of sightseeing. Enjoyed the outdoor vibe with the music.,"Mumbai, India","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"Delicious pizza in a convenient location. We shared a pizza and a veggie platter and it was just the right amount of food. Tables are close together, but it adds to the party atmosphere.","Gloucester, Massachusetts","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"We called in here just before 12 am and thought we would just have a quick snack but on seeing the food coming out we decided to have a meal.Great pizzas and excellent wines.Ended walking out of here very satisfied.Well worth the cost..,","Waipukurau, New Zealand","<span class=""ui_bubble_rating bubble_50""></span>",,50
5,"This place has become a favourite of ours in the summer time. They serve excellent pizzas, decent wine at fair prices and the waiters are really friendly. A perfect place to spend summer evenings.","Barcelona, Spain","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"Heard about this place and just fell into it.  Outside seating on a beautiful night was so enjoyable.  So many different kinds of pizza, it was almost hard to choose.   We had a vegetarian and one with buffalo mozzarella.  Both were very tasty.",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,Mother is highly rated as one of the best places for pizza in Copenhagen and is located in old meat packing district which is a quieter area of the city. I chose the Prosciutto pizza which came with lots of ham and pesto and was...More,"Sheffield, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
8,"Had a lunch there! Great atmosphere, great staff and service, great food! Worth to pay a visit and enjoy the time - you can have a vegetarian food without problem. Nice surroundings. I enjoyed your time there!","Warsaw, Poland","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"Its a vibrant hood Kødbyen, packed with happy people and a good vibe. Mothers terrace is Busy, but I do Get a table and a quick service. I choose a pizza (the marinara) and a wine (a Barbera), so far so good. But: The pizza...More","Bergen, Norway","<span class=""ui_bubble_rating bubble_20""></span>",,20
0,"I have been to Mother many times and I never get tired of it! It is the only place where I eat all the crust because it is so good!
Fair warning - wait time for tables is very long, so if you are in...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,We were there in a large family group on a Friday night. Food and service were OK and yes the City was very busy that night but the number of toilets for the venue just wasn't acceptable and having the maitre d shout at people...More,"Worcester, United Kingdom","<span class=""ui_bubble_rating bubble_20""></span>",,20
2,"We visited after a full day of sight seeing so we were more than ready for our pizzas. The restaurant is very casual with plenty of outside eating. The kitchen is open which is always great to see. 
The menu is fairly small but this...More","Edenbridge, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"We came, a group of 8, on a Friday evening, and the place was filled up. Since it was a warm day, we couldn't sit indoors, so we had to wait 30-40 minutes to get a table. Right next to the loudspeakers, who played VERY...More","Birkerod, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20
4,I visit this place 2-3 times a year! Its in the hyped mestpacking district. Do yourself a favor and make a reservation or else you can wait a hour to be seated. Compared to other italian restaurants this has a basic pizza menu and not...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"This is a bustling little place that serves fantastic sourdough pizzas and also makes a great location for an early evening drink in the summer. Others reviewers have commented on the service being slow, however we found the speed of service reasonable. Would recommend for...More","Skipton, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"The food is tasty, but this is where the good experience ends. The service is really slow, we waited for more than an hour for the pizzas that were supposed to arrive within 35 minutes, and up to half hour for drinks. The greeter was...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_10""></span>",,10
7,We have had a great brunch at Mothers last week! Very good and healthy food. And very pleasant to enjoy brunch outside,The Netherlands,"<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"Mother is a wonderful place to have delicious pizza and feel the Copenhagen pulse. The place is normally crowded and busy, but the atmosphere is nevertheless good and relaxed. The menu is varied, but I struggle to choose anything else than the Moo!, as it...More","Drobak, Norway","<span class=""ui_bubble_rating bubble_50""></span>",,50
