,name,location,bubble,dollars,rating
9,"A group of 8 family. Wonderful meal, attentive waiters and careful explanations and pride in their work. We were given a tour of the kitchen at the end - more restaurants should do that! It was really interesting. As for the food. Completely delicious. We...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"Recently visited on a two Christmas Markwt trip to Copenhagen. Had reservations for lunch. The atmosphere is interesting, the area is an industrial meat packing complex going through a hipster commercial makeover. With that said we tried the oysters, a cold scallop app, the mussels,...More",,"<span class=""ui_bubble_rating bubble_30""></span>",,30
1,Sat outside on a nice day and enjoyed some really fresh fish some of which was prepared with an inventive twist.  Most of the dishes were a hit but there were a few misses. As some have noted the service can be a little uneven...More,"Washington DC, District of Columbia","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"Just got back from dinner at Kødbyens Fiskebar and had such an enjoyable night. I did go on my own as travelling in Copenhagen for work and sat at the bar. As I couldn't decide what to pick from the extensive menu, I went for...More","Consett, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"went there because a friend recommended it and the concierge in the hotel as well. 
Receptionist was super arrogant . Service was ok. Food was mediocre - I had better and less oily fish in other places. 
They messed up our order as we didn't...More","Munich, Germany","<span class=""ui_bubble_rating bubble_20""></span>",,20
4,10 minute walk from Island Hotel. Saw Rick Stein was here last year.Excellent choice of fresh fish courses with some interesting side dishes and wines. A must for fish lovers.,"Falkirk District, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,We were recommended by a friend to pay Kodbyens a visit. I would now highly recommend this too!! We had a delicious lunch. We opted for two cold dishes to share and two hot dishes. The squid was the highlight but all so delicate and...More,,"<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"In the rather industrial meatpacking district you'll find one of the best seafood restaurants in Denmark. Despite the large windows facade it is easy to just walk by. 

We started with Papillon oysters with lemon and vinaigrette. Lovely. First course was raw brill with smoked...More",Denmark,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,Quirky restaurant with no nonsense menu. Fresh ingredients cooked well and presented beautifully. We enjoyed mussels and halibut. A great lunch stop on our weekend visit to Copenhagen.,,"<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"Went here on our last night in CPH, was excellent! Will come back every time we're in town. Great to start with oysters :)","Chicago, Illinois","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"This was one of our favorite restaurants in Copenhagen. We did the chef's tasting menu with wine pairing, and the creativity and flavor were fabulous. Would highly recommend this, as it is usually the chef's best dishes. The cherry glogg was especially delicious, and the...More","Kronberg im Taunus, Germany","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"We went for the full money. Excellent food and great price. Busy place so make a reservation early. Go for later on the evening so you don’t feel pressured. 

We truly enjoyed it. Good seafood and great set of wines. Absolutely one of the gems...More","Sardinia, Italy","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"We heard about this restaurant from Netflix show “Somebody Feed Phil”. The restaurant lived up to the favorable review on the show. We were warmly greeted, said hello to the chef Jamie who is featured on the show. Our starters were rich and flavorful. The...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
2,We looked forward to visiting the fiskebar as we planned it some time in advance. We visited with friends and selected several dishes from the menu. We were surprised one after the other. A great experience!! I think the pictures speak for themselves!,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"We arrived on a Friday evening, no booking - spent an hour or so at the bar enjoying some nice wine.
Taken to our table & ordered & after the first taste - it was worth the wait.
Fresh, light, tasty - so well prepared...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"We’ve been eating ourselves through Copenhagen for 8 days. This was clearly our least favorite. Run down place which could have been charming if it food and service was great, but the food is barely ok. On top of that it’s really overpriced! And service...More","Yutz, France","<span class=""ui_bubble_rating bubble_10""></span>",,10
5,"Had dinner here in October 2018, the meal was good but certainly not exeptional. If you go then have the oysters","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
6,"all the disses which we ate were very good. but the waitress was very rude, her energy was very bad and she was speaking to us without kidness","Athens, Greece","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,Excellent food but we ordered too much! Ultra modern interior - got a bit disorientated coming out of the ladies!!,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,Too bad the service lacked at this restaurant. Me and my boyfriend came here for our 21st birthday and were very excited as this is supposed to be the best fish restaurant in Copenhagen. The food was indeed very very good and that is also...More,,"<span class=""ui_bubble_rating bubble_20""></span>",,20
9,"This restaurant is an exemplar of the New Nordic cuisine style. Ingredients are fresh, local and prepared and presented in very innovative ways. And food issues like gluten & dairy are non-issues. It was a very special and memorable meal.","Toronto, Canada","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,What I would like to order? Sea trout please. Sorry we're out of that. OK that can happen. Let's go for the blue mussels then. DKK 155 for a not so large bowl of shells with very tiny mussels and 20 empty ones of which...More,"Zaandam, The Netherlands","<span class=""ui_bubble_rating bubble_10""></span>",,10
1,"Beautiful dishes and tasteful. But also small and expensive. Fish and chips was just average, especially since the chips wasn’t crispy. Service is a bit on and off.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
2,"We stopped here for lunch during our short stay in Copenhagen. 
We tried the lightly smoked cod and chips and the mussels in cider sauce. Fish and chips were very good. The sauce on the mussels among the best we ever tasted.
A great memory...More",Winnipeg,"<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"I guess the place is to hip to be good anymore. The Chefs did a good job - allthough not at all spectacular. 7 courses: 3 very fine, 2 good, 1 boring and one...
...the bottle of wine was low-grade. Almost 300€!

We have never...More",,"<span class=""ui_bubble_rating bubble_20""></span>",,20
