,name,location
2,We had a lovely meal here last night. Our group had the schnitzel which was really tasty. I had the surf and turf but with kangaroo meat instead. This was succulently cooked and tasted really good although kangaroo tasted like real good steak.  Very pleasant...More,
3,"The schnitzel reviews were great. So I tried it. It was good but not what I expected.  Instead of flat pan fried and breaded, it was rolled up.   That made the meat more juicy, less dried.   
The mashed potatoes were very good, as was the...More","New York City, New York"
4,"We visited Tight on a friend's recommendation. It's well positioned in the centre or Copenhagen and we noticed it was busy, which we always take as a good sign. We went for mac and cheese spring rolls to start which were absolutely divine. I then...More","Beckenham, United Kingdom"
5,"Good food, we had crocodile dumplings and kangaroo burgers - surprisingly delicious.  Also a veggie offering and a salmon dish.  casual setting , nothing special but nice.  Staff pretty chill, very nice.   Not cheap but not expensive.  Recommended.",
6,"We booked earlier in the evening of our day of dining...Really good food, first class service, and had a great time overall. 
All types of groups were dining, families, friends and couples etc . Yes, would recommend!!",London
7,"on a Wednesday totally packed 3 hours for three courses that kills even the best food experience. 

All in all an ok experience food wise, they have many alternative dishes you won’t find everywhere , got a discount for the slow service.","Maeloev, Denmark"
8,Brilliant food - the pappardelle pasta and lamb were amazing! Also the espresso martinis and White Russians were tasty and strong with not too much sugar! Staff and Joel were so nice - popping over for chats and gave us a bit of a discount!!...More,
9,"As with lots of restaurants it has that industrial shabby look. 
The menu is in both Danish and English- which helps when choosing :)
The staff are extremely helpful and the service was great.
Food was delightful.  Thank you!","Falmouth, United Kingdom"
0,We went as a large party of 7 and the table was spacious which is rarer than you might imagine. The menu is short but full of unique and truely delicious food. I have croquettes as a starter and it was light crispy and delicious....More,
1,I visited here with family and service and food both excellent. We had both a vegetarian and a coeliac in our party and both were well catered for. Not expensive for the portion sizes and quality of food. Lovely interior and ambiance too.,"Honley, United Kingdom"
2,"Booked a table for 8 guys on a Friday night, with a simple request. A couplebeers to start, 8 surf n turfs, a few bottles of red on the table, and then a round (or two) of bourbon Old Fashioned cocktails.... to 
aid with the...More",
3,"A great find in the city of Copenhagen where there are so many restaurants to choose from! Given the positive reviews on TA we decided to try it out. Copenhagen’s reputation for being on the expensive side is well founded, so the last thing you...More","Burnley, United Kingdom"
4,"The location, atmosphere, service and food are really great, and good value for money. We had the Surf‘n Turf and Lamb fillet!",
5,Went to this place on Sunday night and the first thing is the warmness and the welcoming environment that you can feel  it’s just no less then a home and then the food they were just mind blowing and tasty !! It’s just worth a...More,"Copenhagen, Denmark"
6,"Excelent atmosphere ! Excelent staff, excelent product. We had the Feroe Salmon, the Cangoroo ! (So delicious) the Pork Ribs, Pinot grigio wine. Everything very good. Prices are very expensive but, as everywhere in Copenhage. Would be back !","Barcelona, Spain"
7,"Food is excellent and service was great. Only thing I can complain about is that the space is quite tight :) What I meant was, there wasn’t much room where we were sat, which was at the corner and we were a group of 6....More","Carmona, Philippines"
8,"A great find, tucked down a side road off the main shopping street. We were looking for a restaurant with good gluten free options for my girlfriend and this one had plenty! The service was great with the waitress easily able to explain which meals...More","London, United Kingdom"
9,"Visited on recommendation from a Copenhagen friend. Tasty burgers, great sized portions and served with lovely roast potatoes. Good value particularly for a Brit in Denmark.","Glasgow, United Kingdom"
0,"We were looking for somewhere on a Sunday night and found Tight. The food was good, honest, hearty fare with friendly service to match. Joel was the consummate host who we had a good chat with before leaving - nothing was rushed.
Highly recommend Tight...More",Brisbane
1,"Excellent service and great food. Very smiley staff and a lot of attention. The menu was super interesting only problem was that it was hard to choose between all the great courses;-) I'll definitely come back very soon! 
Next time will I also try the...More","Copenhagen, Denmark"
2,"Warm welcome. Comfortable and engaging environment. Well priced in relative terms. Bustling and bar like atmosphere. Food excellent quality and flavours. Some good twists on classic dishes. 

A strong recommend for a casual but quality meal (probably with a few drinks!)","Marrakech, Morocco"
3,"Food, wine and atmosphere excellent. A great first night in Copenhagen. Offers a varied menu with some firm favourites.","Horsham, United Kingdom"
4,"I guess my expectations were a bit to high. Had a reservation, were seated really close to the tables next to us. Service was good but the burger bun was cold and potatoes over cooked.","Copenhagen, Denmark"
5,I’ve been here with serval business connections. The food is good and the atmosphere is great. I’ll definitely continue coming here!,"Copenhagen, Denmark"
6,"The restaurant is located in and old house and is larger than it seems from outside. The menu is relatively short and so is wine list. The food is nice, some popular dishes, some australian. Nice wine ( we took a bottle of french sparkling...More","Gentofte Municipality, Denmark"
