,name,location,bubble,dollars,rating,country,tourism
6675,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6685,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6695,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6705,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6715,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6725,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6735,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6745,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6755,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6765,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6775,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6785,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6795,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6805,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6815,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6825,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6835,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6845,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6855,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6865,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6875,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6885,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6895,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6905,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6915,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6925,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6935,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6945,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6955,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6965,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6975,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6985,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
6995,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7005,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7015,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7025,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7035,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7045,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7055,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7065,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7075,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7085,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7095,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7105,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7115,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7125,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7135,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7145,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7155,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7165,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7175,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7185,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
7195,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
